17,profile_id,t,5
11,tg_nick,t,5
12,email,t,5
15,phone,t,5
10,last_name,t,5
14,location,t,5
9,first_name,t,5
2,college,t,5
3,speciality,t,5
6,company,t,5
7,position,t,5
13,gender,t,5
16,specialization,t,5
4,age,t,5
5,pers_quality,t,5
1,skill,t,5
8,username,t,5
